Measurement_ID,Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Distance To GCS (m),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type
5,-2.1,1.6,254,74,3,1.1,68.36669501,2.5,745.9,1.31,1.31,1.412,940.6,0:17:04,99.2,6,275.0,252.0,131.0,27,2:53:35,14:54:37,4/5/2022,32.2315508,-110.9446627,12SWA 05213 66103,1.1,1.9,269.0,3,12,28.1,102.0,-2.0,0.1,0.1,-1.1,1.1,0.0,110.21,1.3,0.7,1.5,0
5,-1.5,1.9,255,75,1,1.1,66.7430581,2.4,745.9,1.3,1.3,1.303,940.6,0:17:05,98.2,6,275.0,252.0,129.9,27,2:53:35,14:54:38,4/5/2022,32.2315489,-110.9446794,12SWA 05212 66102,1.1,2.0,253.3,3,11,28.1,100.9,-2.0,0.0,0.0,-1.0,1.0,0.0,110.17,1.2,0.6,1.6,0
5,-3.5,2.0,264,84,9,1.0,66.7430581,2.4,745.9,1.29,1.3,1.303,942.6,0:17:06,97.2,6,275.0,252.0,129.0,27,2:53:35,14:54:39,4/5/2022,32.2315473,-110.9446858,12SWA 05211 66102,1.1,2.0,255.6,3,11,27.9,100.0,-2.0,0.1,0.1,-1.0,1.0,0.1,110.16,1.0,0.5,1.9,0
5,-3.5,3.2,267,87,3,0.9,66.7430581,2.5,746.0,1.34,1.3,1.303,942.6,0:17:07,96.6,6,275.0,251.0,128.3,30,2:53:35,14:54:40,4/5/2022,32.2315474,-110.9446946,12SWA 05210 66102,1.1,2.0,267.6,3,11,28.0,99.3,-2.0,0.1,0.1,-0.9,0.9,0.0,110.12,1.3,0.6,1.3,0
5,-2.3,2.5,270,90,3,0.9,66.7430581,2.5,746.0,1.35,1.3,1.303,942.6,0:17:08,96.2,6,275.0,251.0,127.9,31,2:53:35,14:54:41,4/5/2022,32.2315474,-110.9446946,12SWA 05210 66102,1.1,2.0,267.6,3,11,28.0,99.3,-2.0,0.1,0.1,-0.9,0.9,0.0,110.12,1.3,0.6,1.3,0
5,-2.3,2.5,270,90,0,0.9,68.7090993,2.4,745.9,1.35,1.35,1.437,944.8,0:17:09,95.4,6,275.0,251.0,126.9,31,2:53:35,14:54:42,4/5/2022,32.2315474,-110.9446946,12SWA 05210 66102,1.1,2.0,267.6,3,11,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,110.12,1.2,0.8,1.9,0
5,-2.3,2.5,270,90,0,0.9,68.7090993,2.2,745.7,1.35,1.35,1.437,944.8,0:17:10,94.4,6,275.0,251.0,125.8,31,2:53:35,14:54:43,4/5/2022,32.2315474,-110.9446946,12SWA 05210 66102,1.1,2.0,267.6,3,11,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,110.12,1.2,0.8,1.9,0
5,0.9,2.2,263,83,-7,1.1,68.7090993,2.2,745.7,1.05,1.35,1.437,947.0,0:17:12,93.3,6,275.0,250.0,124.6,28,2:53:35,14:54:44,4/5/2022,32.2315474,-110.9446946,12SWA 05210 66102,1.1,2.0,267.6,3,11,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,110.12,1.2,0.8,1.9,0
5,0.9,2.2,263,83,0,1.1,68.7090993,2.2,745.7,1.05,1.35,1.437,947.0,0:17:13,93.3,6,275.0,250.0,124.6,26,2:53:35,14:54:45,4/5/2022,32.2315474,-110.9446946,12SWA 05210 66102,1.1,2.0,267.6,3,11,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,110.12,1.2,0.8,1.9,0
5,0.0,3.6,267,87,4,0.9,60.15406805,2.2,745.7,1.06,1.06,0.976,947.0,0:17:14,93.3,6,275.0,250.0,124.6,30,2:53:35,14:54:46,4/5/2022,32.2315526,-110.9447584,12SWA 05204 66103,1.1,1.9,284.8,3,12,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,109.99,1.2,0.8,1.9,0
5,0.0,3.6,267,87,0,0.9,60.15406805,2.3,745.7,1.06,1.06,0.976,950.4,0:17:15,90.3,6,275.0,250.0,121.2,30,2:53:35,14:54:47,4/5/2022,32.2315526,-110.9447584,12SWA 05204 66103,1.1,1.9,284.8,3,12,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,109.99,1.2,0.8,1.9,0
5,0.0,3.6,267,87,0,0.9,65.62593513,2.3,745.7,1.06,1.06,1.236,950.4,0:17:16,90.3,6,275.0,250.0,121.2,30,2:53:35,14:54:48,4/5/2022,32.2315554,-110.9447722,12SWA 05203 66103,1.1,2.0,275.1,3,10,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,109.96,1.2,0.8,1.9,0
5,-2.4,1.9,258,78,-9,0.9,65.62593513,2.4,745.9,1.06,1.06,1.236,952.5,0:17:17,88.4,6,275.0,249.0,119.1,30,2:53:35,14:54:49,4/5/2022,32.2315554,-110.9447722,12SWA 05203 66103,1.1,2.0,275.1,3,10,28.3,97.9,-1.9,0.2,0.2,-1.0,1.0,0.0,109.96,1.2,0.8,1.9,0
5,-2.4,1.9,258,78,0,1.1,67.9561456,2.4,745.9,1.24,1.24,1.383,952.5,0:17:18,87.6,6,275.0,249.0,118.2,28,2:53:35,14:54:50,4/5/2022,32.2315554,-110.9447722,12SWA 05203 66103,1.1,2.0,275.1,3,10,29.1,89.7,-1.9,0.0,0.0,-1.1,1.1,0.0,109.96,1.1,1.0,2.0,0
5,-3.2,2.2,257,77,-1,1.1,67.15092871,2.4,745.9,1.21,1.24,1.329,952.5,0:17:19,87.6,6,275.0,249.0,118.2,28,2:53:35,14:54:51,4/5/2022,32.2315592,-110.9448156,12SWA 05199 66104,1.1,1.9,264.7,3,12,29.1,89.7,-1.9,0.0,0.0,-1.1,1.1,0.0,109.87,1.0,0.8,1.7,0
5,-2.0,2.1,265,85,8,1.1,62.80764784,2.3,745.8,1.16,1.21,1.09,955.3,0:17:20,85.8,6,275.0,248.0,116.3,27,2:53:35,14:54:52,4/5/2022,32.2315584,-110.9448229,12SWA 05198 66103,1.1,1.9,277.5,3,12,29.0,87.4,-1.8,0.1,0.1,-1.1,1.1,0.0,109.85,1.0,0.8,1.7,0
5,-0.5,1.7,257,77,-8,1.1,65.98678062,2.3,745.8,1.16,1.16,1.257,955.3,0:17:21,84.8,6,275.0,248.0,115.1,27,2:53:35,14:54:53,4/5/2022,32.2315617,-110.9448386,12SWA 05197 66104,1.1,1.9,268.4,3,12,29.3,86.1,-1.9,0.1,0.1,-1.0,1.0,0.0,109.83,1.3,0.6,1.3,0
5,-0.4,2.3,256,76,-1,1.0,66.50143432,2.3,745.8,1.21,1.21,1.288,955.3,0:17:22,84.8,6,275.0,248.0,115.1,28,2:53:35,14:54:54,4/5/2022,32.2315617,-110.9448386,12SWA 05197 66104,1.1,1.9,268.4,3,12,29.4,85.2,-1.9,0.0,0.0,-1.0,1.0,-0.1,109.8,1.0,0.6,1.3,0
5,2.0,1.8,256,76,0,1.0,66.50143432,2.3,745.8,1.22,1.21,1.288,958.0,0:17:23,83.0,6,275.0,247.0,113.1,28,2:53:35,14:54:55,4/5/2022,32.231562,-110.9448496,12SWA 05196 66104,1.1,1.9,290.2,3,12,29.5,84.2,-1.9,0.0,0.0,-1.1,1.1,0.0,109.8,0.7,0.8,2.2,0
5,2.0,1.8,256,76,0,1.0,64.57442656,2.3,745.8,1.2,1.2,1.178,958.0,0:17:24,82.1,6,275.0,247.0,112.2,29,2:53:35,14:54:56,4/5/2022,32.231562,-110.9448496,12SWA 05196 66104,1.1,1.9,290.2,3,12,29.5,83.7,-1.9,0.1,0.1,-1.0,1.0,-0.1,109.74,0.7,0.8,2.2,0
5,2.1,1.2,261,81,5,1.0,62.89286519,2.3,745.8,1.11,1.14,1.094,958.0,0:17:25,82.1,6,275.0,247.0,112.2,28,2:53:35,14:54:57,4/5/2022,32.2315604,-110.9448804,12SWA 05193 66104,1.1,1.9,265.0,3,12,29.5,82.7,-1.8,0.1,0.1,-1.0,1.0,0.0,109.71,1.0,0.5,1.5,0
5,1.6,1.4,264,84,3,1.1,63.1246859,2.3,745.8,1.17,1.17,1.105,961.2,0:17:26,80.1,6,275.0,246.0,109.9,27,2:53:35,14:54:58,4/5/2022,32.2315611,-110.9448894,12SWA 05192 66104,1.1,1.9,271.1,3,12,29.6,81.0,-1.9,0.1,0.1,-1.0,1.0,0.0,109.67,1.2,0.6,2.2,0
5,1.8,1.8,266,86,2,0.9,64.17253641,2.3,745.8,1.26,1.22,1.157,961.2,0:17:27,80.1,6,275.0,246.0,109.9,29,2:53:35,14:54:59,4/5/2022,32.2315617,-110.9449021,12SWA 05191 66104,1.1,1.9,280.6,3,12,29.6,81.0,-1.9,0.1,0.1,-1.0,1.0,0.0,109.63,1.2,0.6,2.2,0
5,-0.4,1.8,261,81,-5,1.0,63.69851566,2.4,745.9,1.3,1.26,1.133,963.7,0:17:28,78.4,7,269.0,245.0,108.0,28,2:53:35,14:55:00,4/5/2022,32.231561,-110.9449147,12SWA 05189 66104,1.1,2.0,256.2,3,11,29.8,79.0,-2.0,0.1,0.1,-1.0,1.0,0.0,109.54,1.3,0.5,2.3,0
5,-0.6,2.8,264,84,3,1.0,63.69851566,2.4,745.9,1.31,1.26,1.133,963.7,0:17:29,77.5,7,269.0,245.0,107.0,28,2:53:35,14:55:01,4/5/2022,32.231561,-110.9449147,12SWA 05189 66104,1.1,2.0,256.2,3,11,29.7,78.0,-2.0,0.0,0.0,-1.0,1.0,-0.1,109.54,1.0,0.8,1.7,0
5,2.2,1.6,265,85,1,1.0,64.47980074,2.4,745.9,1.31,1.31,1.173,963.7,0:17:30,77.5,7,269.0,245.0,107.0,29,2:53:35,14:55:02,4/5/2022,32.2315619,-110.9449344,12SWA 05188 66104,1.1,2.0,271.4,3,11,29.7,77.2,-2.0,0.1,0.1,-1.0,1.0,-0.1,109.49,1.0,0.6,1.6,0
5,0.3,1.8,267,87,2,1.0,63.08281,2.4,745.9,1.26,1.25,1.103,966.0,0:17:31,75.7,7,269.0,245.0,105.1,28,2:53:35,14:55:03,4/5/2022,32.2315616,-110.9449442,12SWA 05187 66104,1.1,2.1,271.8,3,10,29.7,76.7,-1.9,0.0,0.0,-1.0,1.0,-0.1,109.38,1.6,0.9,2.0,0
5,-1.9,2.2,266,86,-1,1.0,63.08281,2.4,745.9,1.31,1.25,1.103,966.0,0:17:32,74.9,7,269.0,244.0,104.1,29,2:53:35,14:55:04,4/5/2022,32.2315615,-110.94495,12SWA 05186 66104,1.1,2.1,284.5,3,10,29.7,75.1,-2.0,0.0,0.0,-0.9,0.9,-0.1,109.38,0.9,0.6,1.2,0
5,-1.4,2.3,266,86,0,1.0,63.08281,2.5,745.9,1.31,1.25,1.103,968.7,0:17:33,73.8,7,269.0,244.0,102.9,28,2:53:35,14:55:05,4/5/2022,32.231563,-110.9449685,12SWA 05184 66104,1.1,2.0,278.2,3,10,29.8,74.0,-2.0,0.0,0.0,-1.0,1.0,-0.1,109.33,1.1,0.8,1.5,0
5,-2.1,1.8,265,85,-1,1.0,67.13549188,2.3,745.8,1.21,1.31,1.328,968.7,0:17:34,72.8,7,269.0,243.0,101.7,28,2:53:35,14:55:06,4/5/2022,32.2315637,-110.9449835,12SWA 05183 66104,1.1,2.0,271.4,3,10,29.8,74.0,-2.0,0.0,0.0,-1.0,1.0,-0.1,109.18,1.0,0.6,1.6,0
5,-2.3,2.8,261,81,-4,1.0,64.8544112,2.3,745.8,1.13,1.15,1.193,971.0,0:17:35,71.9,7,269.0,243.0,100.7,29,2:53:35,14:55:07,4/5/2022,32.2315632,-110.9449876,12SWA 05183 66104,1.1,2.0,267.5,3,10,29.8,71.7,-1.8,-0.1,0.1,-1.0,1.0,0.0,109.15,1.2,0.8,1.7,0
5,-2.0,2.1,261,81,0,1.0,63.45539699,2.3,745.7,1.1,1.1,1.121,971.0,0:17:36,71.0,7,269.0,243.0,121.6,29,2:53:35,14:55:08,4/5/2022,32.2315634,-110.9449931,12SWA 05182 66104,1.1,2.0,264.9,3,11,29.8,70.8,-1.8,0.0,0.0,-1.0,1.0,0.0,109.13,0.8,0.6,1.1,0
5,-1.7,2.8,261,81,0,1.0,63.45539699,2.3,745.8,1.13,1.1,1.121,971.0,0:17:37,70.3,7,269.0,242.0,120.8,31,2:53:35,14:55:09,4/5/2022,32.2315648,-110.9450018,12SWA 05181 66104,1.1,2.0,272.0,3,11,29.8,70.4,-1.8,0.0,0.0,-1.0,1.0,0.0,109.08,0.8,0.6,1.1,0
5,-2.6,2.6,259,79,-2,1.1,63.45539699,2.3,745.8,1.1,1.1,1.121,971.0,0:17:38,70.3,7,269.0,242.0,120.8,29,2:53:35,14:55:10,4/5/2022,32.2315648,-110.9450018,12SWA 05181 66104,1.1,2.0,272.0,3,11,29.9,68.8,-1.8,-0.1,0.1,-1.1,1.1,0.0,109.08,0.8,0.8,1.5,0
5,-1.7,1.8,254,74,-5,1.1,63.5368985,2.1,745.6,1.01,1.02,1.125,975.0,0:17:39,68.2,7,269.0,241.0,118.5,26,2:53:35,14:55:11,4/5/2022,32.2315643,-110.9450308,12SWA 05179 66104,1.1,2.0,258.8,3,11,29.8,67.7,-1.7,-0.1,0.1,-1.1,1.1,0.1,108.99,1.1,0.8,1.9,0
5,-1.7,1.8,254,74,0,1.0,61.67622992,2.2,745.6,1.03,1.01,1.039,975.0,0:17:40,67.2,7,269.0,241.0,117.3,27,2:53:35,14:55:12,4/5/2022,32.2315643,-110.9450308,12SWA 05179 66104,1.1,2.0,258.8,3,11,29.7,66.5,-1.7,0.0,0.0,-1.0,1.0,0.0,108.99,1.9,1.2,1.7,0
5,-1.7,1.8,254,74,0,1.0,60.67772879,2.1,745.6,0.95,0.95,0.997,977.4,0:17:41,66.2,7,269.0,241.0,116.1,27,2:53:35,14:55:13,4/5/2022,32.231563,-110.9450593,12SWA 05176 66104,1.1,2.0,259.9,3,11,29.7,66.5,-1.7,0.0,0.0,-1.0,1.0,0.0,108.91,1.9,1.2,1.7,0
5,2.2,2.2,255,75,1,1.0,58.67130713,2.0,745.5,0.89,0.95,0.92,977.4,0:17:42,65.3,7,269.0,240.0,115.1,28,2:53:35,14:55:14,4/5/2022,32.2315617,-110.9450647,12SWA 05175 66104,1.1,2.0,260.7,3,11,29.6,64.8,-1.6,0.0,0.0,-1.0,1.0,0.0,108.9,1.1,0.6,1.5,0
5,0.2,2.8,257,77,2,1.0,51.81435289,1.9,745.4,0.82,0.82,0.712,977.4,0:17:43,64.9,7,269.0,240.0,114.7,28,2:53:35,14:55:15,4/5/2022,32.2315617,-110.9450647,12SWA 05175 66104,1.1,2.0,260.7,3,11,29.6,63.9,-1.5,0.0,0.0,-1.0,1.0,0.1,108.9,1.1,0.6,2.2,0
5,0.2,2.8,257,77,0,1.0,51.81435289,2.1,745.6,0.82,0.82,0.712,979.8,0:17:44,63.9,7,269.0,240.0,113.7,28,2:53:35,14:55:16,4/5/2022,32.2315617,-110.9450647,12SWA 05175 66104,1.1,2.0,260.7,3,11,29.6,63.9,-1.5,0.0,0.0,-1.0,1.0,0.1,108.9,1.1,0.6,2.2,0
5,-0.4,2.3,267,87,10,1.0,47.63355443,2.1,745.6,0.96,0.82,0.614,979.8,0:17:45,62.7,7,269.0,239.0,112.2,27,2:53:35,14:55:17,4/5/2022,32.2315589,-110.9450909,12SWA 05173 66104,1.1,2.0,275.7,3,11,29.5,61.4,-1.6,0.0,0.0,-1.0,1.0,0.0,108.84,1.1,0.6,2.2,0
5,0.8,2.1,268,88,1,0.9,47.63355443,2.0,745.5,0.9,0.82,0.614,982.1,0:17:46,62.0,7,269.0,239.0,111.5,30,2:53:35,14:55:18,4/5/2022,32.2315589,-110.9450909,12SWA 05173 66104,1.1,2.0,275.7,3,11,29.5,60.7,-1.6,0.0,0.0,-1.1,1.1,0.1,108.84,1.1,0.6,1.5,0
5,-0.1,2.5,267,87,-1,1.0,55.20884899,2.0,745.5,0.88,0.88,0.806,982.1,0:17:47,62.0,7,269.0,239.0,111.5,29,2:53:35,14:55:19,4/5/2022,32.2315588,-110.9451133,12SWA 05171 66104,1.1,2.0,275.9,3,11,29.5,60.1,-1.6,0.0,0.0,-1.0,1.0,0.0,108.81,1.6,1.0,1.9,0
5,0.1,2.0,268,88,1,0.9,54.80507823,2.2,745.6,1.02,0.98,0.794,982.1,0:17:48,60.4,7,269.0,238.0,109.6,31,2:53:35,14:55:20,4/5/2022,32.231557,-110.9451198,12SWA 05170 66103,1.1,2.0,282.0,3,11,29.4,59.3,-1.7,-0.1,0.1,-0.9,0.9,0.0,108.81,1.5,0.9,1.7,0
5,2.9,3.0,276,96,8,1.0,56.12010728,2.2,745.7,1.03,1.03,0.834,984.4,0:17:49,59.5,7,269.0,237.0,108.6,30,2:53:35,14:55:21,4/5/2022,32.231557,-110.9451319,12SWA 05169 66103,1.1,2.0,282.0,3,11,29.3,58.3,-1.7,0.0,0.0,-1.0,1.0,0.0,108.75,1.4,1.2,2.9,0
5,0.0,3.7,274,94,-2,1.0,59.61317605,2.3,745.8,1.13,1.05,0.955,984.4,0:17:50,58.8,7,269.0,237.0,107.6,31,2:53:35,14:55:22,4/5/2022,32.2315587,-110.9451408,12SWA 05168 66104,1.1,2.0,298.3,3,11,29.4,57.3,-1.8,0.1,0.1,-1.0,1.0,-0.1,108.73,1.3,0.8,2.4,0
5,-1.5,2.5,269,89,-5,1.0,65.55604522,2.4,745.9,1.27,1.27,1.232,984.4,0:17:51,58.4,7,269.0,236.0,107.2,30,2:53:35,14:55:23,4/5/2022,32.2315587,-110.9451408,12SWA 05168 66104,1.1,2.0,298.3,3,11,29.5,56.4,-1.9,0.0,0.0,-1.0,1.0,-0.1,108.72,1.3,0.8,1.8,0
5,-0.3,2.6,269,89,0,1.0,66.33770447,2.4,745.9,1.3,1.28,1.278,986.9,0:17:52,57.4,7,269.0,236.0,106.0,29,2:53:35,14:55:24,4/5/2022,32.2315596,-110.9451656,12SWA 05166 66104,1.1,2.0,284.2,3,11,29.5,55.2,-2.0,0.0,0.0,-1.1,1.1,0.0,108.7,1.6,0.9,1.6,0
5,0.3,3.5,265,85,-4,1.0,68.97566587,2.5,746.0,1.33,1.3,1.457,986.9,0:17:53,56.5,7,269.0,235.0,104.8,29,2:53:35,14:55:25,4/5/2022,32.2315609,-110.9451742,12SWA 05165 66104,1.1,2.0,270.4,3,11,29.6,54.6,-2.0,0.0,0.0,-1.1,1.1,-0.1,108.7,1.9,1.0,2.2,0
5,-2.0,1.3,259,79,-6,1.1,68.72258063,2.5,746.0,1.32,1.34,1.438,989.4,0:17:54,55.4,7,269.0,234.0,103.5,27,2:53:35,14:55:26,4/5/2022,32.2315601,-110.9451928,12SWA 05163 66104,1.9,5.3,264.9,3,9,29.5,52.7,-2.0,-0.1,0.1,-1.1,1.1,-0.1,108.68,1.7,0.8,1.6,0
5,1.6,2.2,259,79,0,1.0,66.27160892,2.4,745.9,1.26,1.26,1.274,989.4,0:17:55,54.4,7,269.0,234.0,102.4,27,2:53:35,14:55:27,4/5/2022,32.2315601,-110.9451928,12SWA 05163 66104,1.9,5.3,264.9,3,9,29.4,51.6,-1.9,0.0,0.0,-1.0,1.0,0.0,108.68,1.4,0.7,1.3,0
5,0.1,3.5,260,80,1,0.9,65.86762041,2.4,745.9,1.21,1.27,1.25,991.6,0:17:56,54.0,7,269.0,233.0,101.9,31,2:53:35,14:55:28,4/5/2022,32.2315593,-110.9452086,12SWA 05162 66104,1.1,2.0,264.6,3,11,29.4,50.6,-1.9,0.0,0.0,-0.9,0.9,-0.1,108.64,1.1,0.6,1.9,0
5,0.4,1.5,264,84,4,1.0,57.05078488,2.3,745.8,1.14,1.14,0.864,991.6,0:17:57,52.8,7,269.0,233.0,100.5,29,2:53:35,14:55:29,4/5/2022,32.2315593,-110.9452086,12SWA 05162 66104,1.1,2.0,264.6,3,11,29.1,49.7,-1.8,0.0,0.0,-1.0,1.0,0.0,108.64,0.8,0.5,1.7,0
5,-5.2,2.9,272,92,8,1.0,56.83770311,2.1,745.6,0.98,1.03,0.857,994.1,0:17:58,51.9,7,269.0,232.0,99.4,28,2:53:35,14:55:30,4/5/2022,32.231558,-110.9452375,12SWA 05159 66103,1.1,2.0,276.9,3,11,29.2,48.6,-1.7,0.1,0.1,-1.1,1.1,0.0,108.57,1.2,0.5,1.6,0
5,-2.7,4.5,269,89,-3,0.9,58.0233336,2.1,745.6,1.0,0.98,0.897,994.1,0:17:59,51.9,7,269.0,232.0,99.4,32,2:53:35,14:55:31,4/5/2022,32.231558,-110.9452375,12SWA 05159 66103,1.1,2.0,276.9,3,11,29.3,47.7,-1.7,0.1,0.1,-0.9,0.9,0.0,108.57,0.9,0.4,1.4,0
5,-4.6,1.1,267,87,-2,1.1,58.86385764,2.1,745.6,1.03,1.0,0.927,994.1,0:18:00,51.9,7,269.0,232.0,99.4,28,2:53:35,14:55:32,4/5/2022,32.2315581,-110.9452551,12SWA 05157 66103,1.1,2.0,271.4,3,11,29.3,47.7,-1.7,0.1,0.1,-0.9,0.9,0.0,108.52,0.9,0.4,1.4,0
5,-3.2,3.0,267,87,0,1.0,58.86385764,2.2,745.7,1.12,1.0,0.927,996.6,0:18:01,49.7,7,269.0,230.0,96.5,29,2:53:35,14:55:33,4/5/2022,32.2315581,-110.9452551,12SWA 05157 66103,1.1,2.0,271.4,3,11,29.3,45.7,-1.7,0.0,0.0,-1.0,1.0,0.0,108.52,0.9,0.8,1.9,0
5,-1.4,2.3,264,84,-3,1.0,58.86385764,2.4,745.9,1.27,1.0,0.927,996.6,0:18:02,49.0,7,269.0,229.0,95.5,29,2:53:35,14:55:34,4/5/2022,32.2315586,-110.9452707,12SWA 05156 66103,1.1,2.0,276.1,3,11,29.3,44.7,-1.9,0.0,0.0,-1.0,1.0,-0.1,108.46,1.3,0.7,1.5,0
5,-2.6,2.0,254,74,-10,1.0,58.86385764,2.4,745.9,1.34,1.0,0.927,996.6,0:18:03,49.0,7,269.0,229.0,95.5,28,2:53:35,14:55:35,4/5/2022,32.2315586,-110.9452707,12SWA 05156 66103,1.1,2.0,276.1,3,11,29.3,44.7,-1.9,0.0,0.0,-1.0,1.0,-0.1,108.46,0.9,0.6,1.4,0
5,-1.3,1.5,238,58,-16,1.1,58.78159724,2.5,746.0,1.33,1.33,0.924,999.7,0:18:04,47.8,8,,228.0,93.9,27,2:53:35,14:55:36,4/5/2022,32.2315587,-110.9452985,12SWA 05153 66104,1.1,1.9,242.4,3,12,29.4,43.1,-2.0,-0.3,0.3,-1.0,1.0,-0.1,108.39,0.9,0.7,1.5,0
5,-0.9,2.5,230,50,-8,1.0,60.52982667,2.4,745.9,1.22,1.24,0.991,999.7,0:18:05,46.3,8,,227.0,92.5,29,2:53:35,14:55:37,4/5/2022,32.2315563,-110.9453055,12SWA 05153 66103,1.1,2.0,237.7,3,11,28.6,41.7,-1.9,-0.5,0.5,-0.8,0.8,0.0,108.36,1.5,0.6,1.9,0
5,-2.0,3.0,226,46,-4,1.0,63.22884979,2.4,745.9,1.28,1.28,1.11,1002.2,0:18:06,45.3,8,,227.0,91.8,29,2:53:35,14:55:38,4/5/2022,32.2315489,-110.9453146,12SWA 05152 66102,1.1,2.0,221.5,3,11,28.3,41.4,-1.9,-0.6,0.6,-0.8,0.8,0.0,108.3,0.9,0.5,1.6,0
5,-3.3,0.0,229,49,3,1.0,62.2414594,2.4,745.9,1.27,1.3,1.064,1002.2,0:18:07,44.6,8,,227.0,91.2,27,2:53:35,14:55:39,4/5/2022,32.2315489,-110.9453146,12SWA 05152 66102,1.1,2.0,221.5,3,11,27.4,40.4,-1.9,-0.6,0.6,-0.9,0.9,0.0,108.3,1.0,0.9,1.8,0
5,-5.3,0.9,226,46,-3,1.0,64.24999688,2.4,745.9,1.2,1.2,1.161,1002.2,0:18:08,43.8,8,,227.0,90.6,28,2:53:35,14:55:40,4/5/2022,32.2315416,-110.9453264,12SWA 05151 66102,1.1,1.9,217.2,3,12,27.0,39.8,-1.9,-0.6,0.6,-0.8,0.8,0.0,108.25,0.9,0.4,1.5,0
5,0.5,2.2,223,43,-3,1.0,66.71111307,2.5,746.0,1.36,1.32,1.301,1004.4,0:18:09,43.1,8,,227.0,88.3,30,2:53:35,14:55:41,4/5/2022,32.2315407,-110.9453301,12SWA 05150 66102,1.1,1.9,224.1,3,12,26.6,39.2,-2.1,-0.6,0.6,-0.7,0.7,-0.1,108.21,1.4,0.6,1.6,0
5,0.4,2.6,218,38,-5,1.0,69.8846195,2.5,746.0,1.41,1.38,1.529,1004.4,0:18:10,42.3,8,,227.0,87.8,28,2:53:35,14:55:42,4/5/2022,32.2315346,-110.94534,12SWA 05149 66101,1.1,1.9,224.1,3,12,26.1,38.6,-2.1,-0.7,0.7,-0.7,0.7,-0.1,108.19,0.9,0.6,1.8,0
5,1.3,2.5,219,39,1,1.0,69.09355238,2.4,745.9,1.28,1.38,1.466,1004.4,0:18:11,41.4,8,,227.0,87.4,27,2:53:35,14:55:43,4/5/2022,32.231531,-110.9453445,12SWA 05149 66100,1.1,2.0,210.6,3,11,25.4,37.9,-2.0,-0.7,0.7,-0.8,0.8,0.0,108.19,1.4,0.7,1.5,0
5,-0.5,3.0,218,38,-1,1.0,69.35105192,2.4,745.9,1.29,1.27,1.486,1006.6,0:18:12,40.9,8,,227.0,87.0,30,2:53:35,14:55:44,4/5/2022,32.2315248,-110.9453543,12SWA 05148 66100,1.1,1.9,218.8,3,12,25.4,37.9,-2.0,-0.7,0.7,-0.8,0.8,0.0,108.18,1.4,0.7,1.5,0
5,-1.7,2.6,221,41,3,1.1,66.98003136,2.4,745.9,1.26,1.33,1.318,1006.6,0:18:13,39.6,8,,227.0,86.6,29,2:53:35,14:55:45,4/5/2022,32.2315195,-110.9453565,12SWA 05148 66099,1.1,1.9,214.9,3,12,24.5,37.1,-2.0,-0.7,0.7,-0.6,0.6,0.0,108.16,1.9,0.6,1.6,0
5,1.2,1.7,220,40,-1,1.0,67.42545442,2.4,745.9,1.28,1.26,1.347,1008.9,0:18:14,38.7,8,,227.0,85.9,29,2:53:35,14:55:46,4/5/2022,32.231512,-110.9453674,12SWA 05147 66098,1.1,1.9,240.2,3,12,24.0,36.2,-2.0,-0.7,0.7,-0.8,0.8,0.0,108.14,1.0,0.4,1.5,0
5,0.9,0.6,219,39,-1,1.1,67.08906274,2.4,745.9,1.29,1.27,1.325,1008.9,0:18:15,37.6,8,,227.0,85.6,26,2:53:35,14:55:47,4/5/2022,32.2315056,-110.9453724,12SWA 05146 66098,1.1,1.9,201.8,3,12,23.2,35.6,-1.9,-0.7,0.7,-0.8,0.8,0.0,108.14,1.0,0.6,1.5,0
5,-2.2,2.6,225,45,6,0.9,65.90177949,2.4,745.9,1.32,1.32,1.252,1008.9,0:18:16,37.1,8,,227.0,85.4,29,2:53:35,14:55:48,4/5/2022,32.2315015,-110.9453757,12SWA 05146 66097,1.1,1.9,201.8,3,11,22.7,35.3,-2.0,-0.8,0.8,-0.7,0.7,-0.1,108.14,1.1,0.5,1.7,0
