Measurement_ID,Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type
2,2.8,1.1,15,-165,0,0.0,-67.63468812,1.9,3.2,2.21,-1.45,-1.361,1898.6,0:25:18,1320.9,2,87.0,168.0,0,2:44:20,13:17:10,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.74,0.0,0.0,0.0,1
2,2.8,1.1,15,-165,0,0.0,-67.63468812,2.1,3.4,2.34,-1.45,-1.361,1898.6,0:25:19,1320.9,2,87.0,168.0,0,2:44:20,13:17:11,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.75,0.0,0.0,0.0,1
2,2.9,1.2,15,-165,0,0.0,-67.63468812,2.0,3.4,2.02,-1.45,-1.361,1898.6,0:25:20,1320.9,2,87.0,168.0,0,2:44:20,13:17:12,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.77,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.4,3.7,1.9,-1.45,-1.361,1898.6,0:25:21,1320.9,2,87.0,168.0,0,2:44:20,13:17:13,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.79,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,1.7,3.1,1.99,-1.45,-1.361,1898.6,0:25:22,1320.9,2,87.0,168.0,0,2:44:20,13:17:14,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.79,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.0,3.3,2.27,-1.45,-1.361,1898.6,0:25:23,1320.9,2,87.0,168.0,0,2:44:20,13:17:15,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.83,0.0,0.0,0.0,1
2,2.9,1.2,15,-165,0,0.0,-67.63468812,2.2,3.5,1.5,-1.45,-1.361,1898.6,0:25:24,1320.9,2,87.0,168.0,0,2:44:20,13:17:16,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.83,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,1.8,3.1,2.63,-1.45,-1.361,1898.6,0:25:25,1320.9,2,87.0,168.0,0,2:44:20,13:17:17,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.86,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.2,3.5,2.35,-1.45,-1.361,1898.6,0:25:26,1320.9,2,87.0,168.0,0,2:44:20,13:17:18,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.86,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.0,3.3,2.69,-1.45,-1.361,1898.6,0:25:27,1320.9,2,87.0,168.0,0,2:44:20,13:17:19,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.86,0.0,0.0,0.0,1
2,2.8,1.1,15,-165,0,0.0,-67.63468812,1.2,2.5,1.94,-1.45,-1.361,1898.6,0:25:28,1320.9,2,87.0,168.0,0,2:44:20,13:17:20,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.88,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,1.9,3.2,1.78,-1.45,-1.361,1898.6,0:25:29,1320.9,2,87.0,168.0,0,2:44:20,13:17:21,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.88,0.0,0.0,0.0,1
2,2.9,1.2,15,-165,0,0.0,-67.63468812,2.0,3.4,1.73,-1.45,-1.361,1898.6,0:25:30,1320.9,2,87.0,168.0,0,2:44:20,13:17:22,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.9,0.0,0.0,0.0,1
2,2.9,1.2,15,-165,0,0.0,-67.63468812,1.8,3.1,2.19,-1.45,-1.361,1898.6,0:25:31,1320.9,2,87.0,168.0,0,2:44:20,13:17:24,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.9,0.0,0.0,0.0,1
2,2.8,1.1,15,-165,0,0.0,-67.63468812,2.1,3.4,2.73,-1.45,-1.361,1898.6,0:25:32,1320.9,2,87.0,168.0,0,2:44:20,13:17:25,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.92,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,1.9,3.2,2.43,-1.45,-1.361,1898.6,0:25:33,1320.9,2,87.0,168.0,0,2:44:20,13:17:26,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.93,0.0,0.0,0.0,1
2,2.9,1.2,15,-165,0,0.0,-67.63468812,2.3,3.6,1.84,-1.45,-1.361,1898.6,0:25:34,1320.9,2,87.0,168.0,0,2:44:20,13:17:27,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.93,0.0,0.0,0.0,1
2,2.9,1.2,15,-165,0,0.0,-67.63468812,2.8,4.1,1.99,-1.45,-1.361,1898.6,0:25:35,1320.9,2,87.0,168.0,0,2:44:20,13:17:28,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.95,0.0,0.0,0.0,1
2,2.9,1.2,15,-165,0,0.0,-67.63468812,1.7,3.0,2.31,-1.45,-1.361,1898.6,0:25:36,1320.9,2,87.0,168.0,0,2:44:20,13:17:29,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.97,0.0,0.0,0.0,1
2,2.8,1.1,15,-165,0,0.0,-67.63468812,1.9,3.2,2.07,-1.45,-1.361,1898.6,0:25:37,1320.9,2,87.0,168.0,0,2:44:20,13:17:30,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.99,0.0,0.0,0.0,1
2,2.8,1.1,15,-165,0,0.0,-67.63468812,2.3,3.6,2.72,-1.45,-1.361,1898.6,0:25:38,1320.9,2,87.0,168.0,0,2:44:20,13:17:31,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.97,0.0,0.0,0.0,1
2,2.8,1.1,15,-165,0,0.0,-67.63468812,2.3,3.7,1.71,-1.45,-1.361,1898.6,0:25:39,1320.9,2,87.0,168.0,0,2:44:20,13:17:32,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.97,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.3,3.6,2.33,-1.45,-1.361,1898.6,0:25:40,1320.9,2,87.0,168.0,0,2:44:20,13:17:33,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.01,0.0,0.0,0.0,1
2,2.9,1.0,15,-165,0,0.0,-67.63468812,1.9,3.2,2.13,-1.45,-1.361,1898.6,0:25:41,1320.9,2,87.0,168.0,0,2:44:20,13:17:34,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.99,0.0,0.0,0.0,1
2,2.9,1.0,15,-165,0,0.0,-67.63468812,2.2,3.5,2.94,-1.45,-1.361,1898.6,0:25:42,1320.9,2,87.0,168.0,0,2:44:20,13:17:35,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.01,0.0,0.0,0.0,1
2,2.9,1.0,15,-165,0,0.0,-67.63468812,2.0,3.3,2.26,-1.45,-1.361,1898.6,0:25:43,1320.9,2,87.0,168.0,0,2:44:20,13:17:36,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.02,0.0,0.0,0.0,1
2,2.9,1.0,15,-165,0,0.0,-67.63468812,2.0,3.3,2.22,-1.45,-1.361,1898.6,0:25:44,1320.9,2,87.0,168.0,0,2:44:20,13:17:37,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.04,0.0,0.0,0.0,1
2,2.9,1.0,15,-165,0,0.0,-67.63468812,2.4,3.7,2.62,-1.45,-1.361,1898.6,0:25:45,1320.9,2,87.0,168.0,0,2:44:20,13:17:38,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.02,0.0,0.0,0.0,1
2,2.9,0.9,15,-165,0,0.0,-67.63468812,2.1,3.5,2.37,-1.45,-1.361,1898.6,0:25:46,1320.9,2,87.0,168.0,0,2:44:20,13:17:39,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.02,0.0,0.0,0.0,1
2,2.9,0.9,15,-165,0,0.0,-67.63468812,1.9,3.2,2.62,-1.45,-1.361,1898.6,0:25:47,1320.9,2,87.0,168.0,0,2:44:20,13:17:40,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.02,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.7,3.0,1.72,-1.45,-1.361,1898.6,0:25:48,1320.9,2,87.0,168.0,0,2:44:20,13:17:41,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.04,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.0,3.3,2.26,-1.45,-1.361,1898.6,0:25:49,1320.9,2,87.0,168.0,0,2:44:20,13:17:42,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.02,0.0,0.0,0.0,1
2,3.0,0.8,15,-165,0,0.0,-67.63468812,2.1,3.4,1.98,-1.45,-1.361,1898.6,0:25:50,1320.9,2,87.0,168.0,0,2:44:20,13:17:43,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.04,0.0,0.0,0.0,1
2,3.0,0.8,15,-165,0,0.0,-67.63468812,1.4,2.7,2.3,-1.45,-1.361,1898.6,0:25:51,1320.9,2,87.0,168.0,0,2:44:20,13:17:44,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.04,0.0,0.0,0.0,1
2,3.0,0.8,15,-165,0,0.0,-67.63468812,1.5,2.8,2.61,-1.45,-1.361,1898.6,0:25:52,1320.9,2,87.0,168.0,0,2:44:20,13:17:45,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.04,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.8,3.1,2.25,-1.45,-1.361,1898.6,0:25:53,1320.9,2,87.0,168.0,0,2:44:20,13:17:46,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.01,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.7,3.0,1.92,-1.45,-1.361,1898.6,0:25:54,1320.9,2,87.0,168.0,0,2:44:20,13:17:47,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.99,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.4,3.7,2.06,-1.45,-1.361,1898.6,0:25:55,1320.9,2,87.0,168.0,0,2:44:20,13:17:48,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.01,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.7,3.1,2.73,-1.45,-1.361,1898.6,0:25:56,1320.9,2,87.0,168.0,0,2:44:20,13:17:49,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.01,0.0,0.0,0.0,1
2,3.1,0.9,15,-165,0,0.0,-67.63468812,2.2,3.5,2.76,-1.45,-1.361,1898.6,0:25:57,1320.9,2,87.0,168.0,0,2:44:20,13:17:50,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,115.99,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.6,3.0,2.57,-1.45,-1.361,1898.6,0:25:58,1320.9,2,87.0,168.0,0,2:44:20,13:17:51,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.01,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.0,3.3,2.09,-1.45,-1.361,1898.6,0:25:59,1320.9,2,87.0,168.0,0,2:44:20,13:17:52,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.01,0.0,0.0,0.0,1
2,3.1,0.8,15,-165,0,0.0,-67.63468812,2.7,4.0,2.37,-1.45,-1.361,1898.6,0:26:00,1320.9,2,87.0,168.0,0,2:44:20,13:17:53,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.04,0.0,0.0,0.0,1
2,3.1,0.9,15,-165,0,0.0,-67.63468812,1.8,3.1,2.63,-1.45,-1.361,1898.6,0:26:01,1320.9,2,87.0,168.0,0,2:44:20,13:17:54,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.2,3.6,2.26,-1.45,-1.361,1898.6,0:26:02,1320.9,2,87.0,168.0,0,2:44:20,13:17:55,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.7,4.0,2.52,-1.45,-1.361,1898.6,0:26:03,1320.9,2,87.0,168.0,0,2:44:20,13:17:56,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.3,2.7,2.49,-1.45,-1.361,1898.6,0:26:04,1320.9,2,87.0,168.0,0,2:44:20,13:17:57,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.0,3.3,2.76,-1.45,-1.361,1898.6,0:26:05,1320.9,2,87.0,168.0,0,2:44:20,13:17:58,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.6,2.9,2.01,-1.45,-1.361,1898.6,0:26:06,1320.9,2,87.0,168.0,0,2:44:20,13:17:59,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.2,3.5,2.72,-1.45,-1.361,1898.6,0:26:07,1320.9,2,87.0,168.0,0,2:44:20,13:18:00,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,3.3,4.7,3.58,-1.45,-1.361,1898.6,0:26:08,1320.9,2,87.0,168.0,0,2:44:20,13:18:01,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.06,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,1.7,3.0,2.19,-1.45,-1.361,1898.6,0:26:09,1320.9,2,87.0,168.0,0,2:44:20,13:18:02,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.08,0.0,0.0,0.0,1
2,3.0,0.9,15,-165,0,0.0,-67.63468812,2.2,3.6,2.48,-1.45,-1.361,1898.6,0:26:10,1320.9,2,87.0,168.0,0,2:44:20,13:18:03,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.08,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,1.7,3.0,1.93,-1.45,-1.361,1898.6,0:26:11,1320.9,2,87.0,168.0,0,2:44:20,13:18:04,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.1,0.0,0.0,0.0,1
2,3.1,1.0,15,-165,0,0.0,-67.63468812,2.4,3.8,2.95,-1.45,-1.361,1898.6,0:26:13,1320.9,2,87.0,168.0,0,2:44:20,13:18:05,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.1,0.0,0.0,0.0,1
2,3.1,1.0,15,-165,0,0.0,-67.63468812,2.4,3.7,2.75,-1.45,-1.361,1898.6,0:26:14,1320.9,2,87.0,168.0,0,2:44:20,13:18:06,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.13,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,1.7,3.0,1.59,-1.45,-1.361,1898.6,0:26:15,1320.9,2,87.0,168.0,0,2:44:20,13:18:07,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.13,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,2.1,3.4,2.36,-1.45,-1.361,1898.6,0:26:16,1320.9,2,87.0,168.0,0,2:44:20,13:18:08,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.17,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,1.7,3.0,2.68,-1.45,-1.361,1898.6,0:26:17,1320.9,2,87.0,168.0,0,2:44:20,13:18:09,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,2.5,3.9,2.47,-1.45,-1.361,1898.6,0:26:18,1320.9,2,87.0,168.0,0,2:44:20,13:18:10,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,1.7,3.0,2.52,-1.45,-1.361,1898.6,0:26:19,1320.9,2,87.0,168.0,0,2:44:20,13:18:11,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,2.7,4.0,1.92,-1.45,-1.361,1898.6,0:26:20,1320.9,2,87.0,168.0,0,2:44:20,13:18:12,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.13,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,1.8,3.1,1.86,-1.45,-1.361,1898.6,0:26:21,1320.9,2,87.0,168.0,0,2:44:20,13:18:13,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
2,3.0,1.0,15,-165,0,0.0,-67.63468812,1.3,2.6,1.96,-1.45,-1.361,1898.6,0:26:22,1320.9,2,87.0,168.0,0,2:44:20,13:18:14,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.5,3.9,2.49,-1.45,-1.361,1898.6,0:26:23,1320.9,2,87.0,168.0,0,2:44:20,13:18:15,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.13,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.1,3.5,2.67,-1.45,-1.361,1898.6,0:26:24,1320.9,2,87.0,168.0,0,2:44:20,13:18:16,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.13,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.5,3.8,1.86,-1.45,-1.361,1898.6,0:26:25,1320.9,2,87.0,168.0,0,2:44:20,13:18:17,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.13,0.0,0.0,0.0,1
2,2.9,1.1,15,-165,0,0.0,-67.63468812,2.5,3.8,2.69,-1.45,-1.361,1898.6,0:26:26,1320.9,2,87.0,168.0,0,2:44:20,13:18:18,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
2,2.8,1.1,15,-165,0,0.0,-67.63468812,2.7,4.0,2.35,-1.45,-1.361,1898.6,0:26:27,1320.9,2,87.0,168.0,0,2:44:20,13:18:19,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.13,0.0,0.0,0.0,1
2,2.8,1.2,15,-165,0,0.0,-67.63468812,2.0,3.3,2.21,-1.45,-1.361,1898.6,0:26:28,1320.9,2,87.0,168.0,0,2:44:20,13:18:20,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
2,2.8,1.2,15,-165,0,0.0,-67.63468812,1.8,3.1,2.85,-1.45,-1.361,1898.6,0:26:29,1320.9,2,87.0,168.0,0,2:44:20,13:18:21,4/5/2022,32.2502265,-110.9532811,12SWA 04400 68172,100.0,100.0,331.5,1,0,1420.4,-226.1,1.7,72.8,72.8,-20.4,20.4,0.1,116.15,0.0,0.0,0.0,1
